Sentence,Sentiment,Category,sentiment_label,category_label
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",Negative,Negative Sentiment,0,2
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",Positive,Positive Sentiment,1,1
Voice recognition is tremendous!,Positive,Positive Sentiment,1,1
Does not charge the Cingular (ATT) 8525 phone.,Negative,Technical Issues,0,0
dont buy it.,Negative,Purchase or Value Concerns,0,3
"First of all, it doesn't wear well.",Negative,Technical Issues,0,0
Piece of trash.,Negative,Negative Sentiment,0,2
I love this cable - it allows me to connect any mini-USB device to my PC.,Positive,Positive Sentiment,1,1
"All in all, I'd expected a better consumer experience from Motorola.",Negative,Negative Sentiment,0,2
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,Negative,Negative Sentiment,0,2
Not nearly as good looking as the AMAZON picture makes it look.,Negative,Negative Sentiment,0,2
I does not maintain a connection with the computer while it is on my lap.,Negative,Negative Sentiment,0,2
Linked to my phone without effort.,Positive,Positive Sentiment,1,1
So just beware.,Negative,Negative Sentiment,0,2
Disappointed!.,Negative,Negative Sentiment,0,2
Mobile Phone Tools are a must have.,Positive,Positive Sentiment,1,1
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",Positive,Positive Sentiment,1,1
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,Positive,Positive Sentiment,1,1
It defeats the purpose of a bluetooth headset.,Negative,Negative Sentiment,0,2
Blue Ant is easy to use.,Positive,Positive Sentiment,1,1
don't waste your money.,Negative,Purchase or Value Concerns,0,3
Warning - Stay away.,Negative,Negative Sentiment,0,2
"First off the reception sucks, I have never had more than 2 bars, ever.",Negative,Negative Sentiment,0,2
Low Quality.,Negative,Negative Sentiment,0,2
The phone can also take great pictures and even video clips.,Positive,Positive Sentiment,1,1
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,Negative,Negative Sentiment,0,2
I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,Positive,Positive Sentiment,1,1
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",Positive,Positive Sentiment,1,1
The Jabra EarGels fit my ears very well.,Positive,Positive Sentiment,1,1
I have read other's reviews here but I haven't had any problem with it.,Positive,Positive Sentiment,1,1
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,Positive,Positive Sentiment,1,1
"What possesed me to get this junk, I have no idea...",Negative,Negative Sentiment,0,2
All in all I think it was a good investment.,Positive,Positive Sentiment,1,1
"However, the ear pads come off easily and after only one week I lost one.",Negative,Negative Sentiment,0,2
Avoid this one if you can.,Negative,Negative Sentiment,0,2
